51302449763,acc,172,102
51302471879,gab,46,282
51302504919,ege,233,81
51302505588,cag,215,155
51302532397,aae,168,71
51302580274,gdd,190,18
51302605028,bfg,36,254
51302606922,gfa,44,33
51302649445,ada,36,131
51302651567,gea,165,135
51302691667,fgg,90,95
51302712231,cgb,80,220
51302713244,fec,272,112
51302755667,fgd,244,38
51302760960,agf,251,281
51302786929,fag,94,37
51302791708,aed,58,85
51302812417,afc,117,127
51302813839,dgb,276,111
51302830139,fbg,169,30
51302858489,eaa,267,53
51302876850,fcb,179,98
51302904101,cfc,120,298
51302905152,acf,81,7
51302908910,gce,24,215
51302939611,dbb,51,281
51302943134,daf,57,282
51302952029,bbf,258,146
51302952296,ccg,3,204
51302952414,dcf,191,59
51302956143,daf,202,310
51302966560,bbf,208,154
51302972602,dfc,114,296
51303039247,fdf,299,271
51303047562,aba,105,16
51303094273,deb,255,21
51303094637,ecb,78,91
51303124514,ddf,86,258
51303141650,bdc,121,170
51303146510,gfg,294,103
51303148445,ecc,44,139
51303163742,fbe,276,97
51303163939,dac,47,71
51303198905,gbc,113,231
51303223089,dec,263,101
51303241659,bcd,297,67
51303246340,ecb,194,79
51303262700,def,275,115
51303338668,cgf,61,181
51303367149,bgg,107,85
51303377598,ada,279,146
51303427914,bbd,112,32
51303456815,aag,101,67
51303457447,acf,113,7
51303511503,dfd,192,38
51303554147,gcd,132,61
51303564428,cfg,88,90
51303574224,aef,56,200
51303585134,cfd,240,243
51303593569,efd,64,174
51303595268,cab,78,51
51303600235,dcg,73,201
51303628574,gdg,76,254
51303673756,cff,10,299
51303687890,bfg,132,205
51303722169,gdf,117,32
51303748554,cbd,172,277
51303760125,bee,76,99
51303777188,fda,17,141
51303781624,gba,140,249
51303782727,bce,41,130
51303789801,cef,88,49
51303792024,adb,140,234
51303792704,geg,102,283
51303822505,edb,216,54
51303825004,gga,256,237
51303825932,beb,154,71
51303868804,cbd,62,293
51303895219,dge,159,73
51303931051,dag,149,147
51303949407,bef,226,177
51303950640,efd,47,200
51303962974,abc,226,7
51303985151,fad,265,200
51303991795,dcc,197,16
51304045668,ggf,287,295
51304050235,eeb,254,133
51304056232,egb,292,27
51304057017,ecf,190,273
51304089210,afd,18,110
51304133954,cfe,161,230
51304140368,bfc,217,31
51304159886,fea,290,129
51304166607,fff,151,49
51304183638,fcd,223,97
51304184943,cfc,105,277
51304191330,daa,169,78
51304225822,ecb,185,90
51304261952,fgd,45,36
51304290557,ebd,212,283
51304324683,aba,147,14
51304338130,dcb,71,196
51304341423,aad,52,264
51304346269,dgc,133,36
51304352529,bba,19,221
51304398939,bef,208,150
51304409777,ddf,112,208
51304413329,faf,141,244
51304420620,aea,84,233
51304431082,eed,113,273
51304437268,fcc,112,28
51304449880,eaf,85,145
51304465143,ebf,35,67
51304475434,efe,55,146
51304513540,gaf,29,212
51304548962,fge,245,60
51304573108,gca,18,22
51304622886,cea,201,203
51304637552,bdg,142,172
51304646923,ggf,71,238
51304685183,bec,97,135
51304702291,ged,265,60
51304731209,gcc,34,157
51304735154,fcg,254,40
51304743152,abe,116,229
51304751940,cge,299,180
51304778148,dab,65,175
51304786067,dge,266,58
51304808436,ade,19,166
51304812984,acb,125,332
51304848447,bee,131,100
51304853246,cdg,178,262
51304863720,aae,267,71
51304865748,aeb,158,145
51304900513,faa,74,13
51304911539,ece,104,124
51304930313,afd,197,111
51304939904,feb,236,31
51304953766,cfe,61,243
51304984802,cfa,151,237
51304991324,afb,205,157
51305027715,gfe,293,192
51305061539,fga,88,78
51305093723,bed,198,195
51305103895,dfa,235,293
51305113361,agc,286,157
51305148867,ded,213,6
51305160415,gba,209,271
51305167932,acf,83,6
51305172462,afa,20,121
51305181188,cgg,110,73
51305181538,aec,144,185
51305196871,egf,266,60
51305203601,ecg,99,301
51305215433,aad,188,274
51305220292,dbd,18,252
51305229124,cec,245,111
51305237963,gae,103,298
51305249131,edg,186,280
51305251396,bga,49,76
51305267989,dcb,278,188
51305282421,bcd,119,64
51305306094,gdc,255,56
51305331027,bcb,113,14
51305343341,ffd,156,207
51305350470,dgd,120,105
51305363054,aaa,192,117
51305369261,dbc,120,247
51305376003,eeg,146,292
51305377249,dga,102,158
51305412137,bcc,32,89
51305414991,gee,61,88
51305449730,edd,281,31
51305516338,dba,81,99
51305516407,aaf,91,98
51305530565,fed,289,243
51305555399,gfe,182,161
51305572844,eda,258,146
51305600539,fcc,191,33
51305617717,bdb,232,87
51305642260,bfc,215,28
51305692264,dad,23,178
51305733156,cfg,261,81
51305751770,fbg,240,25
51305771369,aba,223,11
51305773533,bgb,278,139
51305802716,cag,268,125
51305802989,afe,171,28
51305827784,efc,84,279
51305841953,gce,177,238
51305853345,eeb,262,151
51305856363,ccd,229,30
51305874719,cgd,49,142
51305876859,cag,283,143
51305894310,bca,289,207
51305899398,acg,77,66
51305927201,egg,134,256
51305944651,deg,118,222
51305952806,bed,10,195
51305956329,gcg,226,121
51305993401,aee,165,150
51305993614,afa,256,114
51306033756,cfb,74,298
51306037330,bbe,182,282
51306048416,gab,67,296
51306061649,aac,7,82
51306073930,dfd,169,38
51306075185,cae,86,188
51306075201,ced,84,115
51306083806,gdd,206,15
51306087727,aae,258,73
51306156734,agb,17,265
51306162015,cgf,220,179
51306172195,eec,20,117
51306183778,fcf,32,228
51306188299,dbc,9,254
51306192105,gee,164,102
51306224631,dfe,162,9
51306224717,edb,113,49
51306237344,fgd,30,32
51306241872,gce,92,202
51306256070,gga,31,232
51306304654,bag,269,232
51306346767,bcc,122,98
51306359689,beg,223,70
51306396686,cce,285,272
51306402162,dgc,29,31
51306421480,egf,78,52
51306425985,bbg,20,161
51306456954,fdb,164,180
51306464194,dbf,46,239
51306483734,fgf,211,233
51306502358,bbg,112,146
51306513000,ada,295,166
51306520771,efe,144,148
51306534530,fda,85,131
51306538453,bff,177,59
51306560798,bgf,203,190
51306596866,abb,190,248
51306609310,ddc,45,196
51306613760,cbf,232,57
51306652740,abd,175,212
51306681675,cbg,299,287
51306691854,aab,67,33
51306704747,fge,270,58
51306721201,eff,219,293
51306731435,eef,39,278
51306757118,agd,25,92
51306806087,fag,279,31
51306812985,dga,64,156
51306879863,bgc,73,114
51306927816,dca,286,142
51306978341,dbg,119,177
51306991602,bca,147,169
51307004028,egf,188,61
51307008332,cad,115,275
51307014811,bfa,68,167
51307092999,eab,117,84
51307112137,bfg,140,202
51307131867,gfd,195,67
51307151732,fff,56,49
51307160326,fee,256,269
51307164528,gac,84,159
51307193403,bfd,91,162
51307196970,ffb,230,118
51307198403,cgg,182,73
51307203777,cde,198,78
51307241492,fce,274,211
51307309280,cac,122,114
51307310707,gff,159,294
51307313342,eca,160,189
51307325005,bga,50,84
51307328467,bbg,88,159
51307384863,fab,208,128
51307386937,aaf,138,96
51307394063,fcc,152,34
51307414420,dea,214,155
51307427166,dac,155,63
51307473321,bge,140,34
51307496874,fde,255,250
51307498618,eag,277,208
51307500302,dad,31,195
51307501962,ggb,266,11
51307522153,bfb,54,166
51307537861,fcc,172,32
51307549786,add,242,147
51307557956,dda,224,18
51307565710,dfb,3,194
51307571915,adc,159,164
51307577904,aca,143,293
51307593157,ffg,29,177
51307597289,dcc,242,18
51307605644,ggf,292,235
51307613724,cbe,142,30
51307629035,gcf,186,105
51307645726,bdf,190,249
51307665135,dcg,228,231
51307676791,afc,155,125
51307684306,fcf,180,218
51307706188,gdb,244,145
51307729712,bdd,72,296
51307741207,cdg,33,251
51307745116,ffe,41,224
51307746421,gfa,55,27
51307792260,feg,186,177
51307819521,gdg,222,246
51307846689,ebc,55,38
51307848613,aad,97,246
51307852337,gbg,252,88
51307884933,dfg,89,196
51307887568,dcf,168,59
51307892430,geb,150,284
51307941437,bdf,278,246
51307962507,cdd,165,176
51307983237,gbd,69,223
51307999315,fda,286,113
51308012018,bea,264,10
51308020725,aga,63,145
51308031778,ddc,246,213
51308050475,gfb,149,296
51308070936,cgc,254,151
51308077278,cdb,160,254
51308079557,ecd,50,237
51308102638,ceb,54,40
51308104057,egd,287,296
51308107980,cba,58,262
51308110490,fgb,105,11
51308117353,bfe,3,18
51308129612,gaa,8,110
51308133686,gcb,58,279
51308135130,gef,136,17
51308137607,fdd,8,298
51308138057,cgg,124,62
51308140280,cdc,287,198
51308143521,efa,201,288
51308161811,fae,268,281
51308182991,gdg,254,241
51308186901,bga,34,97
51308187275,eae,83,279
51308200047,ggc,149,160
51308214961,ceb,168,34
51308244072,dae,180,111
51308264115,fab,72,102
51308271729,fdb,282,147
51308301378,gag,285,275
51308306132,ggb,276,10
51308309107,bde,282,78
51308335034,fec,189,124
51308338788,cfc,249,229
51308362554,aed,151,68
51308376948,cca,111,57
51308399847,fbd,72,87
51308420820,fcf,198,178
51308433052,dgg,111,282
51308433402,fbc,237,49
51308434638,agg,83,229
51308436567,gfc,75,120
51308458835,cdd,262,183
51308470929,bee,202,105
51308476498,dfc,153,301
51308480637,ddb,211,280
51308514371,bcf,106,51
51308572404,baf,190,265
51308573650,cda,297,101
51308575104,fdc,44,140
51308585603,dda,253,14
51308586717,dgd,148,120
51308596921,adc,31,145
51308597442,dda,279,15
51308598220,efa,229,259
51308600866,efc,45,262
51308613135,bce,273,126
51308615753,baa,274,261
51308630474,abg,256,123
51308644283,bda,271,164
51308668235,eee,44,56
51308672425,abd,191,220
51308673664,dee,126,281
51308676382,ccf,206,122
51308692876,ddc,18,183
51308696957,eaa,146,48
51308698287,dce,278,260
51308717024,dfe,50,7
51308719256,dag,163,142
51308722231,deg,264,230
51308734690,efg,201,31
51308743684,cdf,99,5
51308752828,adf,258,187
51308764219,gde,298,58
51308787349,ega,69,24
51308799636,bgd,103,89
51308812913,eba,232,245
51308815814,eac,213,55
51308821468,bae,275,215
51308829970,bad,280,299
51308832957,caf,28,56
51308846037,cfd,26,279
51308846849,fdf,243,227
51308850296,acg,197,58
51308865499,eaf,149,124
51308868651,bgg,293,91
51308885285,edd,277,32
51308889847,fba,188,82
51308907534,acc,27,95
51308908362,abc,241,6
51308932203,fdg,23,122
51308940253,aga,107,117
51308980862,fdf,64,195
51308985313,cab,157,49
51309013018,gda,84,129
51309032555,bfd,165,186
51309047290,efa,68,284
51309057795,gbb,167,99
51309060214,aff,91,268
51309060728,dbd,240,272
51309087120,ded,281,6
51309089536,fde,152,207
51309091588,dbd,146,233
51309096630,edc,185,287
51309101106,ead,27,242
51309110671,gge,104,6
51309112627,ffg,116,155
51309121244,ade,182,185
51309122302,aae,52,70
51309143476,age,138,201
51309145479,ffc,255,97
51309174958,abc,17,6
51309189221,caf,285,56
51309243870,fcb,229,90
51309244039,bfd,160,215
51309245564,fga,214,80
51309246388,cca,32,50
51309258079,cfd,229,320
51309259890,dbe,281,217
51309268632,ged,78,58
51309283268,ebe,107,79
51309297656,gag,181,277
51309303475,dgf,124,168
51309343632,ddg,234,45
51309351550,ggd,271,295
51309352572,aeg,228,25
51309369408,aef,212,206
51309376735,afg,263,44
51309398001,fef,217,131
51309415897,bcc,227,100
51309425991,gea,151,147
51309432122,ceg,36,112
51309434401,ede,58,49
51309437658,bgg,223,75
51309439865,dcc,171,18
51309452032,cgd,212,117
51309454538,ffc,164,93
51309456388,dcc,238,18
51309470155,ega,71,22
51309470982,cfd,54,355
51309481440,bab,287,9
51309513639,egf,157,59
51309516687,ade,108,186
51309540955,bcd,293,59
51309545537,fee,250,298
51309552848,ebb,278,74
51309565286,cgb,228,189
51309569771,gbf,28,244
51309570756,aab,72,38
51309580793,dbf,166,279
51309582192,aee,167,174
51309587347,bbf,50,138
51309597701,ebc,227,41
51309600965,ccb,143,46
51309601516,cbb,289,143
51309602452,ggg,71,95
51309621311,fac,285,5
51309636324,bca,56,157
51309648895,aba,250,13
51309650254,gbe,4,67
51309695015,cbb,6,148
51309763216,bbb,125,201
51309766317,egc,35,138
51309766869,dea,171,172
51309791622,efc,256,214
51309797807,dcd,17,37
51309799600,bac,231,138
51309809906,fbb,66,97
51309811669,fee,185,238
51309813895,abf,165,82
51309821613,fbf,197,201
51309825864,dad,133,161
51309869728,afa,203,121
51309901607,cee,256,294
51309922628,agg,53,222
51309924066,eea,175,76
51309927552,cbc,7,132
51309933715,caa,34,238
51309934470,egg,252,261
51309957188,adc,23,142
51309960405,bff,147,57
51309964035,ceb,255,32
51309964602,fcf,79,156
51309965672,bcg,207,261
51309969379,fdc,295,148
51309977797,ace,103,73
51309979399,fgc,142,112
51309989817,ggc,185,161
51309992337,ebg,280,168
51310043305,bbe,207,332
51310093526,ccb,283,53
51310104889,aad,127,201
51310160106,ccc,218,218
51310160386,fgd,17,36
51310161619,ccd,282,33
51310179917,ddd,94,107
51310184901,eac,168,57
51310194594,ecg,86,316
51310242393,fgd,63,36
51310258311,bce,69,118
51310310372,agf,94,317
51310323171,dff,98,223
51310328422,dae,183,88
51310351116,ebc,297,41
51310353671,ccg,236,171
51310355569,ffa,236,164
51310358925,fbe,231,101
51310366341,cge,284,189
51310369517,fgc,63,91
51310381718,fae,93,314
51310392181,egf,215,59
51310422263,ffa,36,132
51310472168,fca,207,136
51310474532,dgf,37,146
51310498595,bbb,48,186
51310499954,baa,193,255
51310534742,ggg,162,104
51310569146,adg,72,46
51310579623,cdg,191,208
51310597693,gge,203,5
51310619179,gbc,117,242
51310626746,bdb,67,96
51310638021,ecd,10,201
51310638491,aag,192,74
51310639769,eed,8,262
51310640643,efb,41,194
51310663207,cga,53,48
51310665223,edf,73,296
51310670973,ded,164,5
51310674382,eeg,144,245
51310682112,gcb,256,253
51310687047,daa,297,80
51310700016,cdb,76,274
51310706093,bec,58,132
51310710631,bcg,170,310
51310719722,bgf,172,224
51310740839,fcd,194,105
51310742996,age,70,229
51310750990,cae,178,223
51310823714,aea,190,226
51310838460,eff,236,266
51310853609,fad,89,206
51310853849,dge,130,55
51310854886,gbg,219,91
51310856036,bbc,87,258
51310874648,gcd,217,54
51310878078,gab,266,260
51310912674,ecb,168,72
51310919282,eef,34,278
51310956262,aee,63,147
51310964295,ecf,201,256
51310971309,cea,62,188
51310988651,dfd,46,41
51311010716,bdf,250,282
51311042193,dde,275,288
51311051661,ecc,251,159
51311061076,bdc,184,154
51311070510,gee,87,113
51311073437,faf,282,222
51311085675,efb,113,223
51311112699,gdb,255,121
51311126577,efd,133,182
51311136305,cda,212,90
51311155656,dbe,284,238
51311206151,gdf,94,37
51311219978,ggf,71,218
51311224740,fgb,236,12
51311227537,bgf,297,203
51311250656,daf,196,344
51311251585,bba,104,187
51311251799,cff,189,343
51311252869,gec,242,64
51311255259,agd,185,104
51311284596,gad,104,11
51311289004,dcg,279,224
51311302070,cef,291,52
51311307920,acd,196,188
51311323408,eff,39,223
51311342537,edc,115,289
51311345829,fdc,137,167
51311346514,edd,216,34
51311356469,adc,40,166
51311362078,aaa,67,124
51311370393,eec,103,126
51311374381,bfg,195,218
51311419341,ffg,140,184
51311421118,abg,171,107
51311432771,gga,155,194
51311441547,bgb,33,152
51311444079,fbg,76,25
51311462243,dfa,98,284
51311472323,ccb,242,60
51311500483,cfa,198,282
51311515531,efb,123,256
51311525388,egb,149,21
51311546695,beb,285,63
51311594071,bgc,1,94
51311594080,ebb,75,84
51311598984,dag,97,167
51311617604,dbb,76,331
51311633563,ebf,102,57
51311646298,cba,198,222
51311650290,cbc,235,145
51311673330,add,230,164
51311695346,ece,64,141
51311697447,dag,238,140
51311699407,dfd,76,36
51311715057,gef,106,17
51311726321,cdd,215,197
51311741708,dcf,69,49
51311788086,faa,219,12
51311800216,adb,187,245
51311856763,dec,192,92
51311863624,efe,65,130
51311875211,bad,64,355
51311885156,ffd,85,213
51311901471,dgb,81,115
51311921528,bgd,24,80
51311954265,ddd,287,88
51311971637,add,10,182
51311993974,ddd,46,84
51312007380,ebd,274,257
51312008714,gdf,106,39
51312039465,ged,152,48
51312039554,efd,275,185
51312040792,cdc,206,172
51312045455,gff,65,323
51312054484,dag,55,121
51312082732,dab,297,192
51312115242,cgc,35,179
51312151084,gdg,12,212
51312154165,agc,18,174
51312162000,fac,170,5
51312247120,bcf,268,42
51312255373,acb,69,328
51312296246,agd,169,102
51312326748,afb,182,127
51312326906,dea,86,142
51312340216,ccd,230,37
51312351530,ggc,232,191
51312367968,deb,207,21
51312386614,def,93,128
51312387041,ecc,251,138
51312400094,gbd,21,214
51312415906,bac,67,131
51312448741,gae,24,244
51312463123,ege,27,71
51312489172,ddd,294,89
51312492701,ada,270,174
51312492788,dda,152,16
51312501931,aga,212,106
51312524309,cfe,9,247
51312536833,fdg,203,130
51312560407,ggf,115,202
51312571583,ddc,99,173
51312586566,ega,151,21
51312588216,egb,77,22
51312590431,fgg,78,85
51312612552,ggg,21,120
51312618153,cbb,33,130
51312646842,ecb,48,72
51312649464,aed,242,72
51312649482,bdg,225,201
51312650966,aec,125,181
51312713790,gca,125,26
51312713880,agg,73,246
51312731220,egc,265,147
51312732763,cdd,109,222
51312745217,abe,159,194
51312771114,dbg,181,192
51312775644,gab,244,306
51312791774,bbb,287,174
51312792499,gac,291,178
51312809355,ddf,84,172
51312812083,bbe,151,285
51312826798,ggg,292,130
51312862841,eeb,259,173
51312900736,gfg,60,106
51312909251,bef,85,172
51312915622,agd,85,118
51312922211,bdc,254,132
51312945855,caa,190,264
51312970085,bac,64,111
51312971942,afd,89,125
51312973850,dcc,213,18
51312984268,cda,270,75
51312993127,ddg,202,37
51313000975,ebf,268,48
51313006973,aae,292,69
51313009277,fcc,56,30
51313034484,ecb,260,66
51313045703,gfa,147,25
51313070230,fef,188,119
51313075985,cfg,200,87
51313166437,bbd,67,32
51313188268,fda,126,127
51313193449,bfc,121,32
51313233439,gcc,289,130
51313252030,cdf,95,5
51313255772,fbb,39,107
51313258570,bfa,68,178
51313303240,cgb,234,192
51313303972,fab,98,108
51313329053,ada,297,187
51313331088,bcb,176,16
51313350723,gfe,109,132
51313379000,cbd,67,325
51313406970,dfa,22,266
51313410737,eba,61,274
51313450753,fae,186,276
51313476159,dbb,203,360
51313483174,fed,141,208
51313493675,gaf,114,197
51313498790,fea,10,150
51313526031,acd,283,188
51313526155,gdg,200,209
51313529364,eae,61,287
51313576515,cgd,76,117
51313592030,dda,257,17
51313592295,gbf,212,287
51313603810,geg,253,319
51313608860,caa,151,311
51313622354,fbb,244,121
51313666881,fdf,155,210
51313671173,cbg,207,341
51313672077,bec,154,134
51313673278,ddb,295,291
51313710051,bdg,6,172
51313739834,cfa,189,290
51313745593,ebd,10,231
51313773521,cdb,251,257
51313778245,bab,56,8
51313800668,gfd,229,64
51313801181,ceg,289,104
51313841395,dba,250,111
51313844609,dcb,62,156
51313851010,bab,120,8
51313851674,adg,183,43
51313883911,gdd,105,14
51313914699,ffe,263,232
51313925197,cag,139,114
51313927635,geb,94,227
51313946103,ecb,91,77
51313989719,gbb,87,106
51313994408,ebd,281,244
51313994934,baa,253,280
51314015326,cgc,188,179
51314031556,fbc,26,52
51314035154,fgd,98,30
51314038040,efb,119,253
51314043243,dfb,293,215
51314066208,fge,205,67
51314085661,fce,65,175
51314097534,dbg,116,201
51314124409,gce,134,193
51314132732,aaf,241,89
51314138365,cbe,28,29
51314163131,bag,241,192
51314178301,eab,62,80
51314194370,fcg,218,35
51314201375,dbf,273,273
51314210360,bbg,197,157
51314220539,acg,99,67
51314240310,fef,87,128
51314252740,aeb,107,140
51314285155,cgf,110,173
51314291484,afc,26,122
51314303708,afe,124,30
51314308898,cfd,115,422
51314328497,cfc,247,261
51314342826,agd,27,95
51314362850,eed,168,248
51314392561,dcc,159,16
51314403694,gge,247,5
51314404818,gcb,158,298
51314407884,aba,155,10
51314412002,gdc,290,64
51314476873,beg,6,58
51314485653,acc,229,90
51314501530,fbf,162,196
51314502256,gba,194,298
51314523665,efa,5,255
51314553606,gab,14,275
51314575248,eac,15,49
51314600928,afc,218,129
51314638458,dcf,129,51
51314649764,abc,163,5
51314690310,gdb,275,106
51314696877,aee,233,154
51314699202,bfc,160,34
51314699915,geg,124,379
51314720578,adf,172,198
51314756990,ggc,177,194
51314763756,abb,123,248
51314773706,ebe,93,71
51314787218,edd,91,35
51314793262,feb,213,27
51314812664,egf,49,60
51314813197,acf,120,7
51314832510,cea,141,212
51314844682,aeb,247,165
51314847049,gfa,194,28
51314858425,edg,82,252
51314908819,ada,168,220
51314914805,cec,232,103
51314918432,cge,1,206
51314928891,agg,1,206
51314936748,dba,223,103
51314946184,afg,299,48
51314953289,cfb,42,339
51314961360,fff,30,43
51314987934,agf,186,358
51315013721,eda,39,153
51315028464,cae,76,218
51315035744,geg,82,356
51315039157,eag,17,201
51315075508,dgd,126,108
51315083699,bfb,201,187
51315088769,daa,188,71
51315090897,bga,226,104
51315133170,efe,234,120
51315136787,ebd,225,200
51315158189,ecf,127,204
51315205225,agb,31,254
51315225441,dgc,192,28
51315260262,cbf,13,57
51315264637,cac,202,103
51315275741,gfc,202,123
51315294860,aac,202,72
51315297406,feg,170,145
51315300287,caf,94,60
51315309586,dec,145,77
51315336830,ead,198,249
51315339895,bga,7,96
51315358676,bdd,147,251
51315381501,agb,149,294
51315385469,bcc,208,80
51315396083,cfe,33,207
51315416152,eaa,33,57
51315453048,fgf,96,223
51315455414,fea,126,141
51315459592,ffc,87,85
51315498038,gcg,121,140
51315498603,gbc,216,273
51315507800,ecb,196,63
51315521529,afe,163,30
51315528295,aea,125,264
51315528492,dca,37,166
51315534972,fga,37,73
51315550975,gae,224,200
51315551693,bfd,218,187
51315555599,ecf,228,181
51315587052,fde,76,246
51315588551,ede,156,43
51315639659,bca,131,131
51315680215,aeg,104,24
51315683342,eca,96,183
51315683642,fff,229,38
51315694765,fga,4,80
51315726695,bcc,59,95
51315737049,abg,245,104
51315749115,fdd,189,286
51315766554,fac,16,5
51315806194,daf,110,299
51315850773,bed,49,193
51315866022,edb,276,48
51315894580,cad,18,225
51315901961,dga,273,179
51315920768,dee,32,309
51315922897,ced,86,120
51315923722,ece,292,125
51315951442,edc,184,286
51315963269,bde,87,87
51316005653,eee,18,54
51316015252,gbb,183,109
51316055210,dcg,297,262
51316104384,ffg,198,191
51316105974,cfb,99,379
51316111369,dbc,121,203
51316121575,cfd,17,472
51316123777,bee,223,100
51316124391,abb,201,205
51316124744,bca,121,132
51316129254,gdg,91,248
51316158361,bea,182,11
51316164053,edf,88,304
51316191920,ded,55,5
51316192574,dcc,215,15
51316222527,efg,36,29
51316238493,gbg,154,106
51316244942,ecf,248,182
51316273896,gde,92,51
51316275303,geb,272,263
51316278482,dfe,88,5
51316287496,bgd,69,94
51316288445,ddf,211,159
51316290524,ega,110,23
51316307965,bge,39,37
51316310463,ffa,208,142
51316316141,cgg,211,65
51316320157,cde,235,67
51316320674,gba,68,312
51316320995,dfc,43,282
51316335987,cce,174,320
51316339105,cdf,227,5
51316350100,def,128,124
51316371220,ede,51,45
51316408740,geg,237,348
51316438374,ggf,106,199
51316438978,cee,26,343
51316452652,ffb,58,133
51316461754,ggb,155,11
51316479001,ccc,91,241
51316483518,bae,87,180
51316486541,fec,26,130
51316496107,eeg,150,205
51316508016,bcg,153,310
51316541367,bbc,196,281
51316549998,ggd,230,297
51316610052,eag,87,233
51316612490,gcf,283,122
51316614950,fag,291,35
51316634506,efd,50,197
51316694462,dcd,104,34
51316724217,fca,59,137
51316734937,fcb,224,80
51316739544,baf,269,302
51316758426,dea,175,142
51316759877,cdg,34,183
51316761046,dea,25,129
51316768761,fbd,236,91
51316773923,acg,51,62
51316779558,bfe,174,19
51316794702,abd,188,191
51316800225,adb,103,198
51316801140,gca,38,26
51316829437,ded,1,5
51316833759,fgb,195,11
51316836381,gaa,22,91
51316877043,fdc,111,161
51316883267,efd,221,181
51316899094,feb,194,25
51316927112,dag,155,101
51316943596,bdd,154,210
51316946644,egd,41,322
51316947159,cae,201,213
51316961204,dfg,142,194
51316976014,cbb,221,150
51316985997,ccd,168,43
51317030399,cdc,201,166
51317031724,dbf,31,300
51317057855,gbb,283,123
51317073785,egf,183,63
51317089409,ecb,292,57
51317094017,bfg,192,176
51317100888,gfb,143,298
51317102394,cfc,296,221
51317103284,ebb,291,99
51317103537,gee,290,118
51317106612,aac,138,63
51317113125,aga,214,98
51317134505,fge,149,77
51317141926,afb,289,151
51317181964,gee,9,126
51317183352,bgd,282,102
51317187138,ebc,245,36
51317192192,bdb,195,96
51317198047,aed,97,68
51317202773,bed,263,206
51317206706,dce,58,286
51317208040,deg,21,257
51317209127,fea,181,143
51317209524,cbc,144,150
51317222127,fde,259,231
51317228283,dac,65,58
51317236815,fac,220,5
51317316089,cfe,288,211
51317343199,bfe,288,16
51317344696,ecc,268,140
51317348840,edf,57,264
51317398650,dbd,235,202
51317402063,aca,47,334
51317410425,cfg,97,93
51317428349,ceb,183,31
51317452457,cef,280,48
51317456605,gdb,147,101
51317468615,gcg,143,152
51317469257,gea,176,138
51317479501,add,104,176
51317506052,efg,123,29
51317523256,fee,6,209
51317536871,ege,228,73
51317538934,ade,61,189
51317542378,gga,88,219
51317549794,fba,4,97
51317577023,dcb,112,131
51317605806,cfg,193,79
51317616549,fbe,160,80
51317617716,fge,83,70
51317631577,cab,29,39
51317654066,gca,97,21
51317660392,bcf,254,44
51317661499,bbb,51,161
51317685869,gag,34,293
51317692588,aed,299,79
51317701737,eaf,162,102
51317739979,eag,211,265
51317761544,gda,259,117
51317764646,ccf,48,103
51317792257,edg,260,259
51317806319,bcd,85,53
51317807362,cfd,136,533
51317815455,def,77,101
51317842090,fdb,144,123
51317849102,abf,7,82
51317856487,cfd,239,602
51317856632,bee,118,115
51317867533,gba,189,258
51317877172,eea,293,90
51317907001,dff,43,236
51317912584,aef,47,197
51317957893,ada,153,226
51317961154,cca,203,56
51317979161,daa,189,84
